userName,content,score,at,appVersion
Gayus Tambunan,sangat baik,5,2024-01-11 23:58:05,82.0.2
Sulastri Sulastri,"Jaringannya lumayan bagus tapi kuotanya makin mahal masa 50 RB cuma dapat 12 gb... Mohon di murahin dong harga kuotanya , saya pengguna 2 kartu Indosat yg satu nomer lama dah 6 THN lebih masa kuotanya msh mahal aja boss terimakasih 🙏",5,2024-01-11 23:39:08,82.0.3
Rulyawan Rulyawan,ok,5,2024-01-11 23:33:42,82.0.2
Muhamad Galuh,jaringan sekarang agak lemot,3,2024-01-11 23:23:49,82.0.3
Ahmad Fadilah,"Apa panjat kuota eror apa gmna? Udh berkali"" gw maenin gprnh dpt?",3,2024-01-11 23:19:20,81.14.0
Ayu sucisaputri Putri,sangat mudah sekali,5,2024-01-11 23:13:50,82.0.2
DᴀxZιɴᴇ,terlalu mahal untuk kuota nya,3,2024-01-11 23:13:20,
Abdullah Hasan,ok,5,2024-01-11 23:13:16,82.0.2
Reynol Tyarles,bagus,5,2024-01-11 22:53:10,81.2.1
Hasan edha,myIM3 memang bagus jaringanx 4G,5,2024-01-11 22:41:41,82.0.3
Rindi Rendi,Bagus,3,2024-01-11 22:29:16,82.0.2
Edi Yono,ak nya baguss,5,2024-01-11 22:18:51,82.0.3
Riandi Putra,siyalyah jelek,1,2024-01-11 21:56:47,82.0.2
Az,"Dibuat susah aja..., Kalo emang kalian ingin memberi kami para user im3 gratis kuota jangan.. malah dibuat susah.. masih harus ini lah itulah biar dapet gratisannya.",1,2024-01-11 21:46:21,82.0.2
Maman Pat,murahin lg kuotanya,4,2024-01-11 21:27:42,82.0.3
Eddy Sarwidi,"Indosat sangat di minati oleh para kawula muda, namun di area kami sinyalnya kurang baik",3,2024-01-11 20:53:01,82.0.2
Syarifuddin Bin akib,bagus,4,2024-01-11 20:47:40,82.0.2
Selviani timba,Mohon Di Proses,5,2024-01-11 20:41:32,81.13.0
riff?,Apk babi,1,2024-01-11 20:30:05,
ZOV Center,beri saya dana 10 reb,5,2024-01-11 20:30:05,
Ihsankoboy Fitara wijaya,bguss,5,2024-01-11 20:17:21,82.0.3
Armala Ama,mantap peraktis,5,2024-01-11 19:54:58,82.0.2
Wahyu Gunawan,"mudah""an harga nya gak akan berubah.. cocok untuk kantong masyarakat kecil.. dan signal makin bgus di semua daerah..",5,2024-01-11 19:48:54,82.0.2
Lutfi Galon,lumayan dan sangat membantu 👌,4,2024-01-11 19:41:28,82.0.2
Endi Nurosid,bagus membantu sekali thks,5,2024-01-11 19:21:21,81.16.0
Sebastiano ruazoba,"Jaringan buruk, tidak efektif, respon live chat agent terlalu lama, mau unreg package aja harus lewat bantuan, semua solusi dari kendala atau komplain terhadap aplikasi dan jaringan cuma diminta restart ulang handphone.",1,2024-01-11 19:20:49,81.4.0
qamaru SP,"sangat mengecewakan,sinyal tidak ada peningkatan sama sekali.Bukannya memperbaiki sinyal supaya pelanggan tidak berpindah provider,ini malah diem aja",1,2024-01-11 19:13:17,
Puji Anty (Mama Yunna),Not good tukang sedot pulsa walau data off atau ada paket aktif,1,2024-01-11 19:02:54,82.0.2
Tri Novianti,Ok Hmmmmm....,5,2024-01-11 18:49:46,82.0.2
ALI TV,"Kenapa sekarang paketnya mahal2,tidakuaskan",2,2024-01-11 18:33:59,82.0.2
Khusus Elite,Kartu buruk massa lapor di WA resmi Indosat kena tipu bilang dioptimalkan tapi masih stuck di B/s? Mentang² udah terkenal kualitas nya diturunin jam 1 malem lag apaan cuy gak kira² nih kartu hhh.Percuma minta bantu direspon juga kagak.,1,2024-01-11 18:14:58,82.0.2
Hasanali Aliansor07,"Saya pngn komplem kenapa harga paket nya mahal trus belum waktunya habis tiba"" sisa 465mb padahal saya beli pake duit 50k itu hasil ga jajan ayo lah Indosat harga yang terjangkau jngn mahal"" 1 lagi tambhin bonus kalo kita semua beli paketan misal 12gb jdi 16gb kan enkan tuh mksh",3,2024-01-11 17:55:54,
wildan diandi,Kocak indosat jaringan suka ilang kalau ujan.,1,2024-01-11 17:50:53,
Meme Chan,bagus,5,2024-01-11 17:49:44,82.0.2
Dito 00,bagus,5,2024-01-11 17:37:47,80.8.1
Mongky D Luffy,Apa sih ini ajaing gak jelas bener dah sekarang ini makin ngaco,1,2024-01-11 17:30:52,
Yogi Pratama,"Myim3 error lagi, topup pulsa 24jam tidak masuk status transaksi selesai,",1,2024-01-11 17:21:57,81.16.0
Andika Rifki,Gimna si ngelaq trus gajelas di belain ga ganti kartu kya gitu kuota mahal kentod,1,2024-01-11 17:19:38,82.0.2
Albry Nak Ayah,mantep,5,2024-01-11 17:13:54,81.16.0
donisaputra nasution,bagus,5,2024-01-11 17:13:33,82.0.2
Tabroni,baik dan bagus,5,2024-01-11 17:13:10,82.0.2
Andini Arfa,"Lama2 bosen juga pake Indosat taikkk ini, sinyal hilang timbul, zaman makin canggih,Indosat makin hancur, sinyal gak perna betul, buat main game paling jelek indosat,lama2 kayak gini terus,bagus ganti aja ke yg lain,biar cepat hilang dari Indonesia ni sinyal, hancuurrr, jelekk, lelet parah.",1,2024-01-11 17:11:44,
ALSKA audio CHANEL,Buruuukkkk... Masak habis isi kuota sim card lngsung tidak bisa di pakai. Muncul tulisan (panggilan darurat saja). Apa maksudnya coba signal hilang.. Payahh indosat emang,1,2024-01-11 17:01:23,
Humairah Nazira,"saya dapat promo kuota 10gb Rp20.000 gara gara udah lama ga beli pulsa/paket waktu ngisi pulsa mau beli promo nya dah hilang gimana sih gajelas banget mana yang gak promo selain itu mahal"",,tolong dibenerin dong udah jaringan lambat malah nge php in lagi😤",1,2024-01-11 16:59:37,
Suhairoh Yth,mantap lebih mudah untuk cek info paket saya dan lebih mudah untuk beli paket nya,5,2024-01-11 16:53:51,82.0.2
Milka Savina Tussiva_S1 GIZI,Sinyalnya jelek banget apalagi kalau pas hujan terus gkada gratisan juga paketannya mahal mahal semua,1,2024-01-11 16:50:19,
Rendik Pratama,"Harga paket semakin mahal tapi sinyal semakin down, sangat kecewa banget sama pihak IM3 Sudah beberapa Minggu ini sinyal makin parah tp pihak IM3 tidak kunjung memperbaiki",1,2024-01-11 16:44:57,81.16.0
sugeng iman suwongso,"Apk tidak bisa dibuka sudah 2 bulan sejak diupdate alhasil poin hangus, sudah dilaporkan ke galeri indosat dan via cs 185 namun tidak ada solusi dan tidak ada perubahan hingga skrg, harus mengadu kemana lagi😭 Im3 semakin paraahhhhhhhhhh",1,2024-01-11 16:27:23,82.0.2
NICO AHMED,Saya sangat-sangat kecewa melihat kinerja myIM3 kalian sungguh sangat kecewa . Jangan kamu salah kan penggemar memakai myIM3 akan berpindah cepat atau lambat nya kamu akan kecewa seperti apa yang kamu buat seperti kami sekarang ini,1,2024-01-11 16:24:25,
Fitri Ady,Ini apk kenapa sih harus berapa kali sih aku daptar.selalu minta daptar bila aku buka apk nya selalu di perbaharui terus .apa harus aku oninstal aja nih apk nya buat urang marah terus,1,2024-01-11 16:19:07,82.0.2
ica ica,fakkkk paket murahan sinyal g ada bagus bagusnya dmnpun,1,2024-01-11 16:16:37,82.0.2
fajar wahyu,sering terjadi kesalahan,1,2024-01-11 16:15:56,82.0.2
Z2 T1,Ok,5,2024-01-11 16:11:44,82.0.2
Kusnadi Nagara,"Haduuuh udh capeek utak atik hp spya sinyal indosatny bsa ngebut, tpiiiii ntah brp byk cara dilakukan internet indosat memng ttp lemoootttt, awal dikira cm hp sy yg bermsalah tp stelah dnger cerita org² trmsuk curhatan org dlm apk ini ternyata sama msalahny internet indosat lemoot..jd tlong manajemen provider indosat sgera lakukan perbaikan agr konsumen gk terus²an dbuat kcwa...trims",3,2024-01-11 16:05:50,82.0.2
Fawnia ainun Mahya,Bagus banget ini apk dikit² pasti dikasi paket gratis yok buruan download,5,2024-01-11 16:04:25,82.0.2
Bambang Krisdianto,aplikasi ini membantu,5,2024-01-11 15:53:31,80.6.1
Alfan Saiful,basih belum fahami,3,2024-01-11 15:48:45,
Hijrotul Ulya,Pelayanan kacau. Pulsa sering kepotong.,1,2024-01-11 15:48:21,81.16.0
Jaya 6621,bagus,2,2024-01-11 15:47:24,82.0.2
Eris Suhe,Tolong di peebaiki jaringan nya sekian dan terimakasih,5,2024-01-11 15:38:42,82.0.2
Fawwaz F.z,"Kartu ga bener,baru aja ngisi kouta tiba tiba kesedot tanpa alesan dasar kartu ga bener,ga niat buat kartu",1,2024-01-11 15:37:36,82.0.3
Jianto Vivo,Aplikasi yang terhapus dan di download ulang tidak bisa,5,2024-01-11 15:33:31,81.8.0
Putra AL,Karen mebarik,1,2024-01-11 15:24:06,82.0.2
Riskii Jhernard,"BAKAR AJA KANTOR NYA ANJENGGG , SINYAL KAYAK BABI DI PELIHARA",1,2024-01-11 15:23:18,81.16.0
Ryan Rizki,Ko aku pinjam pulsa pulsa ga masuk utang tetep ada?,1,2024-01-11 15:21:41,82.0.2
SeinSenz,"Baru beralih ke provider ini, isi kuota yg 125 80gb ribu ga masuk², sama sama bapuk kayak si merah ternyata",2,2024-01-11 15:19:14,
Alfebri Ff,"Jaringan maca e'e masa di wilayah Bogor kalo main game ngleg , kuota harga elit jaringan sulit saya kasih -bintang 100",1,2024-01-11 15:18:17,80.5.0
Wilan 123,sangat baik,5,2024-01-11 15:16:50,82.0.2
Galang Ramadhan,sangat membantu bos ku Terima kasih,5,2024-01-11 15:16:35,82.0.2
alone die,Mana hadiahnya GK ada kabarnya data sya sdh lengkap,1,2024-01-11 15:14:35,81.16.0
yamin,PAAAARRAAHHH.....👎👎👎👎👎,1,2024-01-11 15:14:22,82.0.2
Ahmad Hanapi rangkuty,lemot,1,2024-01-11 15:12:33,82.0.2
JUL ROHMAT,"Panjat kuota main udah 1 jam gk dapet dapet ,",1,2024-01-11 15:12:25,81.16.0
Udi Sitio,mantap,5,2024-01-11 15:12:09,81.16.0
Onowae Wes,suka lemot dibuka,4,2024-01-11 15:11:45,81.15.0
Mariati Mariati,bagus,5,2024-01-11 15:03:18,82.0.2
Santi Suryati,siip,5,2024-01-11 15:01:42,
Ago Ridho,"Erorr trss, gbsa msk",2,2024-01-11 15:01:02,
Ram Ian,cobak,3,2024-01-11 14:59:07,82.0.2
Widar yanto,Jos,5,2024-01-11 14:58:36,82.0.3
Restu Adi,mantap,5,2024-01-11 14:57:22,82.0.2
eka saputra,terkirim dengan cepat,5,2024-01-11 14:54:36,
Andi Ahrianto,sangat baik dn mwmbantu kami,5,2024-01-11 14:53:17,82.0.3
Larisa,semoga harganya lebih bersehabat lagi dan signalnya selalu bagus walau mati lampu dan selalu ada promo mekasih🙏,5,2024-01-11 14:50:55,81.13.0
Ronay Adithya,"Hari kamis tgl 11 Jan 2024 tolong untuk jaringan nya d perbaiki d karnakan kalo hujan Indosat itu internetnya tida bisa d gunakan,sinyal ilang²an terimakasih (paket banyak tida berguna jadinya)",2,2024-01-11 14:50:51,82.0.3
firman pimen,keren,5,2024-01-11 14:47:51,82.0.2
Akbar Ilham,"sinyalnya diperbaikin lagi,sinyal kok nyusahin orang trusss",1,2024-01-11 14:46:37,82.0.2
Reinkar Ingmar Muchdar,"Udah aplikasi banyak bug gabisa dibuka, jaringannya tolol banget lagi",1,2024-01-11 14:46:10,82.0.3
Ahmad Fauzi,Lumayan bagus,3,2024-01-11 14:42:42,
DJEAN ID,Signal gak karuan lemotnya gak ada kompensasi juga bikin kesel mulu pakai indosat,2,2024-01-11 14:40:06,82.0.3
Ryan Vrd,oke,5,2024-01-11 14:40:03,82.0.2
Danu 354,bagus,5,2024-01-11 14:39:42,82.0.2
Rizal,Busuk,1,2024-01-11 14:36:43,
Wi Wi,"Sebenarnya Ga ada bintang buat aplikasi ini jelek bgt sekarang buka app nya perlu kuota dan sinyal kencang ,saya beli pulsa buat dijadikan kuota karena buka apk nya jadi. Berkurang ga untung malah rugi dari 60 k di potong pulsa darurat 8400 eh gara gara menunya ga muncul muncul cuma nampilin nominal pulsa nya,dan jadi di potong 2k permenit sampai 41k dan hanya bisa nukar 5GB kecewa berat saya ga guna pasti kalian ga bisa dan ga mau balikin pulsa saya kan ,saya terpaksa ngasih bintang 1",1,2024-01-11 14:36:37,81.15.0
Zuli Aldi,luar biasa,4,2024-01-11 14:36:00,81.16.0
Fairel Sigit,mantap,5,2024-01-11 14:35:27,
Dea Syahirani,sesuai ekspetasi,5,2024-01-11 14:34:59,82.0.2
safinatun najaa,terlalu sering gangguan,1,2024-01-11 14:30:10,82.0.3
Ali Putra,"indosat eror gk jelas, jaringan lemot dan selalu gangguan",1,2024-01-11 14:25:47,
Kim Mire,Akhir akhir inj jaringanya gangguan mulu padahal harga kuota makin mahal bukanya makin bagus malah makin lemot.,1,2024-01-11 14:24:15,
Lutfi Gg,"Jaringan kyk jelek sekali tolong dongg dana besar masa ga bisa benerin masalah jaringan yang NGELAG terusss, kek mana",1,2024-01-11 14:23:08,
agung gung,terimakasih,5,2024-01-11 14:17:05,82.0.2
Ripal Ripal,Aplikasi nya bagus banget ada promo beli paket pokok nya bagus banget deh buruan donload,5,2024-01-11 14:16:55,
Fajar Mbrotul,Hoee..napa harga paket tiap bulan malah selalu NAIK???🙄,2,2024-01-11 14:16:08,81.16.0
azhART AF,Sinyal penuh dan data seluler pun hidup tapi kenapa lemot banget padahal dulu kenceng banget,1,2024-01-11 14:16:02,82.0.2
Azis Saputra,"Mau gangguan tiap hari kah? Udah gak bener sih ini Indosat,gak usah beroperasi kalo udh rusak kek gini",1,2024-01-11 14:15:18,82.0.2
Kamil Insanu,baik,3,2024-01-11 14:14:08,82.0.2
Ragil Setiawan,baik,3,2024-01-11 14:13:43,82.0.2
Muhammad Aiz,Dikit saran Kalo gangguan cepetan lah perbaiki kami itu butuh sinyal,1,2024-01-11 14:12:33,
Zul Pandi,baik sekali,5,2024-01-11 14:11:04,82.0.2
Butterfly Chan,Operator badut 🤡 gini amat dah buat koneksi internet nya sinyalnya lemot banget padahal bar sinyal full mana suka ilang ilang lagi udah semingguan belum di fix dan ternyata baca baca keluhan dari user M3 rata rata sama keluhan nya sama tolong jangan jadi badut mulu,1,2024-01-11 14:06:38,
Laila Nisa,"sahammu melejit tp sinyalmu medit,pailit,cepat atau lambat ga ada yg minat...kalah dgn kompetitor. perbaiki kualitasmu bukan hnya laba mu..saran dari pengguna setiamu yg ingin berpaling darimu,tp apa lah daya nmr ini sudah terdaftar di akun sekuritas",1,2024-01-11 14:03:36,81.16.0
Feri Martin,"Untuk aplikasi bagus. Tapi untuk sinyal akhir akhir ini suka menghilang itu membuat saya ga nyambung aplagi ketika bermain game. Padahal ga pernah kek gini, semenjak 3 minggu terakhir sinyal nya suka ngilang.. Tolong di benerin lgi. Udah di restart device tetap sinyal nya ilang",3,2024-01-11 14:02:21,82.0.2
Indra Chil2,membantu,5,2024-01-11 14:02:01,81.16.0
Jlove Lopex,mantap,5,2024-01-11 14:00:58,82.0.2
Yuwsuf Abiyyu,habis di-update kok malah gabisa dibuka sih,1,2024-01-11 13:59:15,82.0.2
Bismillah Sold,"Apk pas dibuka error mulu padahal sinyal udh 4g, mana ngelag bgt lagi",2,2024-01-11 13:58:07,
LycoReco中野,Lelet banget astaga mana apk sering error lagi,2,2024-01-11 13:56:38,82.0.2
Ilham Hidayat,"M3 kalau sinyal kenceng paket penuh tapi lemot , kalau begini terus bakal banyak orang pergi ,buang2 duit percuma paketin banyak kaga berguna",1,2024-01-11 13:55:13,82.0.2
Dion Bento,senang,5,2024-01-11 13:48:39,82.0.2
Juan Pasaribu,Kenceng banget,1,2024-01-11 13:47:39,82.0.2
Dimas Manopo,tegal,5,2024-01-11 13:44:57,81.12.0
Desy ratna,nomor baru tidak bisa untuk menerima pesan / sms,1,2024-01-11 13:43:26,82.0.2
Uni Devy,Suka,4,2024-01-11 13:42:30,82.0.2
7 manusia Harimau,Ngeleg babi monyet. Pulsa kepotong haram jadah aplikasi tayi,1,2024-01-11 13:40:47,
kusri atun,tingkatkan terus layanannya...,4,2024-01-11 13:39:33,
Candra Rayhan,"Panjat kuota susah di buka yang ada black scren doang kita juga kuota mepet pngn nyoba"" kli dapet gratis apalagi uang mepet gk ada buat beli kuota gk kya kartu yng lain lebih memudahkan mengambil gratisan",1,2024-01-11 13:38:48,82.0.2
Noviana Alan sari,"Tidak bisa digunakan , harus lewat whatsap atau *123# untuk cek dan beli kuota",1,2024-01-11 13:38:19,82.0.2
Yusra Kautsar,Aplikasi masih sering bug,1,2024-01-11 13:35:54,82.0.2
Hasan Asari,jaringanya jadi jelek amat indosat tidak bagus lagi kalah sama telkomsel,1,2024-01-11 13:33:08,82.0.3
Nando Hayapink,cukup 1 bintang dengan seringnya gangguan pada aplikasi dan jaringan.apalagi jika listrik mati jaringan indosat juga ikut mati,1,2024-01-11 13:31:59,
Chaerul Anwar,Sia Mun ngien kartu NU bener Jing lag wae ai sia blog,1,2024-01-11 13:31:30,
love stor,"Nih layanannya makin burik aja bukannya makin bagus trunama buat jarangan internet nya tertera nya 4Gfull tapi lemot nya minta ampun ga bisa ngapa ngapain truss juga sinyal suka ilang ilang sendiri beneran ilang jadi x sinyal nya dari udah Juli 2023 sampe skrg masih belum fix 🤗😀 ngeluh di sini juga sbenarnya nggak guna sih, ngeluh di Cs nya langsung agak tetep ga ada perubahan palingan di suruh restart HP, trus di suruh cek APN, sama di suruh matiin truss idupin lagi datanya pake mode pesawat",2,2024-01-11 13:30:11,82.0.2
candraregina berliano,"Indosat kalau hujan lemah banget, ga kaya sinyal lain",1,2024-01-11 13:29:04,81.8.0
Akifa Nayla,love you im3,5,2024-01-11 13:27:05,81.16.0
Wanda Hamidah,"Sudah seminggu sinyal makin jelek, paketan saya tidak bisa dipake game online terbuang percuma",1,2024-01-11 13:27:05,
I GEDE WAHYU DARMA RISKI,"Kuota makin mahal Sinyal makin sulit, udah lah hilang""an pdhl tmn sama"" IM3 di tempat yang sama tapi sinyal bagus"" aja, minta solusi, di saranin yang pascabayar agar sinyal di prioritaskan tapi ini malah tambah jlk, emng sih di indikator keterangan 4G full tapi ga bisa di pake (leg parah) ,makin lama makin aneh ni operator",1,2024-01-11 13:25:36,82.0.3
M. Taufiq Amri,"Harga kuota mahal, kuota boros, sinyal anjink",1,2024-01-11 13:25:01,80.7.0
Hafiz Bengkulu,Ok,5,2024-01-11 13:23:23,82.0.3
supri fizz86,layanan via sms terkadang tipu-tipu mulu.,3,2024-01-11 13:23:11,82.0.2
Budi Abidin Noor Lubis,"Sebelum indosat joint hutchison bagus aja gk ada kendala,makin kesini tambah bangkai..Saya baru aktivasi paket data,kenapa buka story fb gk bisa?.Ada keterangan pinjam pulsa darurat,apa klian pikir kami nyaman dgn hal itu?.Gk usah klian ajarkan saya dgn auto start device.",1,2024-01-11 13:21:37,
Sigit Sulistyo,Sinyal paling jelek pernah ada,1,2024-01-11 13:15:12,82.0.2
Adi Ramaaa,Plis im3 beri aku keberuntungan,5,2024-01-11 13:09:14,
Ahmad Rofik,Lumayan untuk di wilaya ini,3,2024-01-11 13:05:16,82.0.2
Muhammad Hidayat,untuk jangkauan Indosat masih blm bs menyeluruh pelosok negri,4,2024-01-11 13:04:54,82.0.2
Rama Ibnu ramadhani,mantaf,5,2024-01-11 13:01:55,82.0.2
Agus Waluyo,"Mohon untuk memperbaiki sinyal internet di tempat kami,kususnya desa nuar maju,Buay Bahuga,way kanan Lampung🙏.",1,2024-01-11 13:01:24,82.0.2
Andre Supiani,Gak bisa di buka !,1,2024-01-11 12:57:55,82.0.2
Yaris Setiadi,"Maaf ini parah banget,jaringan lemot banget.",3,2024-01-11 12:54:45,
Sutiyah Sutiyah,Jelek banget fitur nya Bagusan yang dulu,1,2024-01-11 12:54:12,82.0.2
Budiyati Marini,banyak bonusnya,5,2024-01-11 12:53:45,82.0.2
07 Garin Navid Nurhidayat,"semenjak kantor kebakaran sinyalnya jadi lemot dan sering ilang ilangan, udah dimode pesawat berkali-kali bongkar pasang berkali-kali tapi masuh sama aja",1,2024-01-11 12:51:24,82.0.2
Sueb Aliandi,sinyal Indosat penuh tapi datanya lelet gimana nih saya sebagai ojol sangat kecewa dengan sinyal yg akhir2 ini buruk apalagi pas waktu mendung... tolong di perbaiki secepatnya supaya sinyal stabil dan kenceng,5,2024-01-11 12:50:43,82.0.2
WiraKUSUMAH 939,Indosat anying koplok,1,2024-01-11 12:48:48,
rthd Merah,"Tolong di perbaiki,saya beli kuota 7GB kenapa cpet bnget habis,pdahal saya cuma pake buat wa,seperti kuota saya tersedot sendiri,itu tolong di perbaiki itu bug atau apa buat resah saja",5,2024-01-11 12:47:40,
MUH NAIM,mak Jos 👍🙏,5,2024-01-11 12:47:26,82.0.2
Hendra 97,Cukup kecewa..dengan aplikasi Im3 yg baru. Karna tidak memiliki kuota darurat lagi.,2,2024-01-11 12:44:29,82.0.2
boris 99,Im3 internet ter gila lrmotnya huh,1,2024-01-11 12:42:06,82.0.2
Munawarman Triaji,Mantap walay,5,2024-01-11 12:40:13,82.0.2
Akun Pribadi5050,Sinyal jelek harga kuota makin naek aneh,3,2024-01-11 12:39:01,
Ajuk Juahana,"Lag,eror,lemot",2,2024-01-11 12:38:31,
Al Azam,Ngelegg muluu cokk,1,2024-01-11 12:38:10,
ryan ramadhan,"makin sini signalnya makin jelek parah , mau dimana mana jelek apalagi pake main game , jelekkkk ga kek dulu selalu mantep , sekarang jelek merosott makin males aja pake indosat bagusan signa sebelah",1,2024-01-11 12:36:07,82.0.2
Elisah Nurolivia,Saya mencoba komplen iya mengenai keluhan saya beli paket 35GB tapi status paket saya aktif tapi ga bisa di gunakan malah keterangan paket utama 0 ini gimana saya sudah beli ga bisa di pake rugi donk saya heran gimana sih pelayanannya udah ga jelas banget sama aja nih merugikan orang. Saya udah email sm wa responnya gaa jelas gimanaa ini saya mau paket saya di kembalikan baru juga beli belum di pake udah ilang parah banget IM3,1,2024-01-11 12:35:49,
Glodog Palang,"Paket internet paling mahal se Indonesia, jaringan busuk",1,2024-01-11 12:34:22,
Enno Chanell,wah semakin kesini semakin lemot indosat,3,2024-01-11 12:33:48,82.0.2
Nyang Virgo,Anjjj harga paket data makin mahal sinyak makin ancur benerin woooooy,1,2024-01-11 12:33:30,81.7.0
Uti Widiatmoko,Sinyalnya susah,1,2024-01-11 12:33:07,82.0.2
Muhammad Rafi,Tolol dari tadi main panyjat kaota ga dapet dapet,1,2024-01-11 12:31:37,
Gilang Ramdani,Kartu nya sangat jelek gangguan mulu ketika hujan tolong lah perbaiki kalo mau di pake banyak orang bukannya malah gangguan mulu,1,2024-01-11 12:30:32,82.0.2
Duik Taa,"Apaan ni sinyal Ku lemot Banget, lagi push rank Malahan Sinyal merah² Tolong untuk tindak lanjutii, Kalo gt aku pindh kartu ajaaap",1,2024-01-11 12:30:23,82.0.2
jena ka,ok,5,2024-01-11 12:29:13,82.0.2
Erdian Syaputra,bintang bicara,5,2024-01-11 12:29:02,81.16.0
Fauzan Nzan,sangat menarik 👍👍,3,2024-01-11 12:28:46,82.0.2
Ilham Cikampil,"Jaringannya wuaduh sangat sangat rungkat,tolonglah di perbaiki itu masalah jaringan",1,2024-01-11 12:28:35,82.0.3
Mahmud Fauzan,Saya beli pulsa kok belum masuk masuk gimana ini IM3. Rugi dong gue. Buat aplikasi kok gak ada gunanya.,1,2024-01-11 12:27:50,82.0.2
acep ganteng:',"sinyal mym3 jlek bngt sumpah lgi main , sinyalnya ilang smua lol",1,2024-01-11 12:24:06,
Tanisa Fatimah Azzahra 09,Sebel banget pulsa ilang tiba-tiba dari 60k sampe tinggal 16.500 Ini namanya nyolong pulsa orng Perbaiki dong,1,2024-01-11 12:22:47,82.0.2
Cbr 150r,baik,5,2024-01-11 12:22:37,81.16.0
Abdul Rozak,servis top,5,2024-01-11 12:21:49,82.0.3
Muh aslam Nur,good,5,2024-01-11 12:21:25,81.16.0
Anggi Saputra,bagus,5,2024-01-11 12:21:07,82.0.2
Alfan Habib Maulana,Kalau bisa dikasih bintang 0 sumpah bakalan kukasih,1,2024-01-11 12:20:45,82.0.2
Surya Nugraha,Ada apa dengan koneksi jaringan banyak terputus gini,1,2024-01-11 12:20:36,82.0.2
Iyan Panjaitan,Nenapa kalau manti lampu jaringan selalu tidak bagus,1,2024-01-11 12:19:59,
Rully Gustyana,"Ini kenapa jaringan internet nya tiba-tiba jelek banget? Ga busa buka aplikasi, Daerah Tasikmalaya",1,2024-01-11 12:19:06,81.16.0
Yusuf Syaiful hidayat,"Jaringan jelek mulu!!! Gimana sih pelayanan Indosat sinyal hilang mulu, kuota banyak juga.",2,2024-01-11 12:19:00,
Ahdika Muhammad,Sinyal nya ngeleg amat dah,3,2024-01-11 12:18:33,82.0.2
Sartika Tika,Kak kenapa ya data ku 7gb saya beli lagi 9gb kok kembali ke 9 gb Bukan nya 16 gb Data ku Kan 7+9 hasil nya 16 gb,1,2024-01-11 12:18:03,82.0.2
ikbal maulana,M3 mulai oleng jaringan nya jelek pasti yg bls nya boot jadi makin mls pake m3 tapil nya 4g tapi buka youtube aja lemot 4g palsu kah m3 kalo gangguan mending signal nya gk ada aja inimah sinyal ada full 4g pake main game lag parah pake wa aja lemot,1,2024-01-11 12:15:23,82.0.3
pungky cahya saputra,"Lama kelamaan pelayanan nya kurang memuaskan , sinyal semakin sulit di pakai padahal operator lain nya normal , dan harga kuota terus menerus naik , sekali naik lojakan nya jauh banget 😭😭😭😭😭",1,2024-01-11 12:14:42,
Moymoyy 22,Sekarang im3 gajelas banget bkin kecewa gangguan masa 1 harian kalo gini mending ganti kartu aja ngerugiin banget kuota masih ada tapi gabisa dipake pdhal dah bertahun-tahun make im3,1,2024-01-11 12:14:00,81.16.0
[RED ARMY],Siyal makin buruk ga stabil dan pas hujan sering koneksi hilang makin ga nyaman ni im3,1,2024-01-11 12:13:27,
Dadi Suryadi,"Jaringan lemot tiap jam 6 sore udah komplen lama gk di benerin"" gimana nihhh????, Udah ke cs di kasih saran masih ttp juga ni jaringan jelek",1,2024-01-11 12:12:43,82.0.2
Cenenu Ceneyu,Kiomete,2,2024-01-11 12:08:20,
Budi Utomo,Oke,5,2024-01-11 12:06:51,81.13.0
Siti rani Mutiani (Mamah cantik),Kenapa jaringannya lelet sekali,1,2024-01-11 12:06:04,
Zackie Chan,"Bagus sih, metode pembayaran ny jg gk pke pulsa doank, bnyak pilhan ny juga.",5,2024-01-11 12:05:55,82.0.2
Leon Djancok,Indosat makin kesini makin banyak gangguan jaringan nyah..Haduh haduhh indosat indosat Ku kira melesat ehh ternyata sesat,1,2024-01-11 12:05:50,82.0.2
Iksan Sidqi,Indosat semakin mudah,5,2024-01-11 12:04:02,82.0.2
idham al hamasah,PROVIDER EEQ SINYAL JELEK BANGET SU,1,2024-01-11 12:02:24,81.16.0
Aldi Tampan,Kek toolol jaringan penuh tapi ngeleg dasar provider sampah!!!,1,2024-01-11 12:02:15,82.0.2
Raga zulfikar Rabani,Sinyal gangguan mulu bar penuh buffering mulu,1,2024-01-11 12:02:05,
Riep ID,"11,12 ama telkom nihh makin mahal makin jelek jaringannya.",1,2024-01-11 12:01:24,82.0.2
Andrianto Andrianto,Saya mau nanya sedikit saja kak tolong ini kenapa sinyal indosesat sansatlah buruk di banding yang lainnya Kadang kadang mengalami gangguan sudah 3 minggu begini terus kak kadang lancar beberapa minggu ganguan lagi benarga? Kan suka ngeluh tu para pemain game dasar sinyal babi ngeselin saja para pengguna indosesat ya minimalnya ini kartu bakalan bangkrut gaada yang beli lagi di karenakan terlalu sering gangguan hahahahahlha murahan oh ya ga ngaruh untuk resctar device mah gangaruh tolol lu yaa🤣,1,2024-01-11 11:59:33,82.0.2
Fiki Aoki,"Ampas banget ,gk bisa login",1,2024-01-11 11:59:18,82.0.2
Wildan Herdiansyah,LAG BANGET SINYAL NYA CACAT,1,2024-01-11 11:58:40,
