content,score,label
Pelayanan terbaik,5,1
jaringan anti lemot,5,1
signal joss no1,5,1
terima kasih my im3,5,1
Good..,5,1
Saya sangat bersyukur karena my IM3 sinyalnya bagus terus meskipun hujan + angin dor dar gelap,5,1
harga data terjangkau,5,1
Mantap👍👍👍🇮🇩👍👍,5,1
siippp,5,1
aplikasi ini bagus banget banyak fitur menarik dan harganya murah ² banget terimakasih myIM3,5,1
"Lumayan lah , tapi kadang kadang jaringan hilang",4,1
food,4,1
sangat cocok buat doi yang berbeda provinsi,5,1
👌🏻,5,1
IM3 oke banget,5,1
Jos,5,1
sanngat bagus,5,1
matep,5,1
Wowww bagus banget sinyal nya tapi boong,5,1
mudah dan murah,5,1
"semoga paket internet lebih murah yang bulanan, tidak ganti2 terus program nya",5,1
Di lingkungan sy jangkauan jaringan kurang lancar/nyendat2,5,1
PROMO AJA YANG BESAR JARINGAN LELET KAYAK SIPUT NI PEDALAMAN KALIMANTAN JARINGAN MU KAYAK SIPUT,5,1
Untuk keseluruhan apk nya bagus cuman rada lag ajapas buka pokoknya dah bagus .terus kasi diskon ngapa kuota makin hari makin mahal dah.,5,1
sanagat membantu,5,1
mantaaap betull afknya semoga bermanfaat bagi semuamya terimakasihhh my mtreee,4,1
Saya suka dengan aplikasi ini karna hot promonya besar besaran dan bikin saya tidak pusing lagi🤞 Apalagi yg tikar koin itu . Saya juga suka Karna walau koinnya sedikit bisa tetap di tukar menjadi kuota👍🏻,4,1
proses,5,1
"sangat bagus sekali, oke banget",5,1
belum dapat bonus ne,5,1
indosat my favorit,5,1
Saya udah isi pulsa kok masa aktif tak nambah 7 hari lagi masa aktif sekarang bingung mau isi pulsa kalau tak nambah masa aktif sekarang saya sedang boke bagai mana tolong saya sedang bingung 😕,4,1
"sejauh ini sangat bagus untuk menjaga kita sebagai pengguna indosat tetap nyaman menggunakan operator ini. semoga kedepannya lebih banyak lagi rewardnya, lekuatan sinyalnya bisa sampai ke daerah2 pelosok yg masih susah sinyal. Trimakasih Im3, Trimakasih Indosat!",5,1
Lumayan membantu 👍👍,5,1
kalau bisa paket nya di murahan ya,5,1
udah lama aku pake im3 makin lama makin mahal....terimakasih im3🙏,5,1
sangatt baik ....sangatt memuaskan,5,1
baik banget,5,1
apk ny Sangat bagus,5,1
madev,4,1
"Apknyaa lumayann baguss menurutkuu, tpp kadangg sukaa lolaa"" Gtuu Trss kloo kuotanyaa udhh bnrr"" Habiss sukaa lamaa bgtt loadnyaa kloo buatt mbukaa apknyaa",4,1
Sangat puas,5,1
terama kasih babyak,5,1
Paketnya gampang banget habis yah,4,1
Sangat bagus dan menarik promo peromo nya,5,1
"Sekarang saya sama IM3, karena sinyal sering mengalami gangguan dan paket yang semakin mahal. Dulu saya suka, waktu isi ulang dapat gratis Kouta internet . Tetapi sekarang tidak, semoga IM3 bisa lancar sinyalnya, paket yang murah tetapi GB banyak, dan ada bonus kuota internet seperti dulu lagi. Terima kasih ya sebelumnya....",4,1
"lagi coba pake, moga mudah n gk ribet ya?",4,1
warung ngarep,5,1
selalu memberi yang terbaik,5,1
cepat tanggap,5,1
walaupun sinyalnya lumayan buruk aku tetap suka,5,1
lebih hemat,5,1
Bagus bgt jdi mudah sglanya,5,1
"jaringan lebih ditingkatkan lagi, mantappp",5,1
sangat memuaskan dengan jaringan,5,1
My im3,5,1
Sangat cocok digunakan,5,1
"jangan make claim bonus, langsung masuk otomatis saja",5,1
IM3 buat dong pekt suka suka . Hari nya terserah Jumlah paketnya biasa atur sendiri misal 3/5/7/12/15/30 hr kouta 3/5/8/10/12 dll dan terserah Terserah IM3 aja si kalau di buatin pasti banyak yg suka coba deh,4,1
sinyal nya kurang bagus Jambi kabupaten Muaro Jambi kecamatan kumpeh,5,1
Indosat memuaskan,5,1
saya minta maaf sebelumnya mau tanya kenapa nomor saya tidak bisa saya isi pulsa mohon solosinya terimakasih salam santun semoga sehat selalu,5,1
bgus bngt,4,1
indosat ok saat ini,5,1
masi belum beruntung,5,1
dapat bonus..kuota 100MB..wow,5,1
Sangat membantu dalam pembelian apapun seperti pulsa dan paket data,5,1
ak suka pkai Indosat jaringan internetnya cetar hrga pketan internetnya murah dn ada hotpromo lgi yg bikin nendang di kantong👍,5,1
aku seneng pakai im3,5,1
puas proses mudah dan cepat,5,1
indosat amazing,4,1
coba dulu klo bagus tamabah bintang nya,4,1
saya baru mengunakan mylM3 jaringannya bagus kalo bisa kout unlimited juga ada iya mksh myIM3,5,1
bismillah dapet kuota gratis hehe,5,1
apk ny bagus😁,4,1
"sinyal nya agak lemot, kusus area rawalumbu bekasi timur",4,1
promo murahnya tiba tiba jadi mahal semua,4,1
setia bersama im3,5,1
Sinyalnya oke keceoatan ok dan murah meriah...toplah,5,1
bagus TPI setelah mau beli kartu perdana yg nomornya cantik pakai bahasa inggris jdi saya bingung cara mbayarnya bisa lewat Alfamart ngga,5,1
saya udah lama sekali ga pakai kartu indosat,5,1
"aplikasi sangat bagus banyak manfaatnya,terima kasih myIM3!!",5,1
terimakasih atas bonusan data,5,1
Muhammad pauzi,5,1
keren habis,5,1
saran untuk menambahkan menu kunci pulsa agar semakin bagus,4,1
"Saya topup pulsa pake dana dan sampe skrng pulsa tidak masuk..padahal saldo dana saya sudah d potong..TLP ke cs bilang tidak ada transaksi,,,tolong hati2 mengunakan propaider Indosat...kartu nya dah saya patahin dan smua kluarga saya jg saya haramkan pake jaringan dr Indosat...propaider sampah",5,1
bgus juga,5,1
sangatemuaskan,5,1
minta tolong di kasih paket data ya kak,5,1
Akupun,5,1
sngat bgus,5,1
aplikasinya bagus dan membantu,4,1
semoga hari ini dapat rezeki🙏🙏 layanan im3 lancar & semakin maju di kedepan.nya,4,1
baik tapi kurang tidak ada bonus sama sekali,5,1
kerenn,5,1
"ko kartu M3 q mahal,, beda sama yang lain",5,1
sangat mendukung,5,1
top bgt,5,1
IM3 memang mantab,5,1
belum ada pendapat,5,1
bagus tapi leg sikit.leg sikit gak ngaruh,5,1
puas😍😍😍,5,1
sangat cocok dan membantu,4,1
jaringan Indosat selalu terbaik,5,1
Good job,5,1
matul pisan,5,1
murahin dong paket nya,5,1
bagus detail,4,1
ternyata lemot an lebih mahal di banding tetangga sebelah,4,1
Bongkooooo,4,1
Dulu im3 dikenal dengan paket internetnya yang murah tapi sekarang sama mahalnya dengan yang lain.,5,1
indosat bejat...harga paket makin mahal...koneksi makin busuk...tolong d benahi...,5,1
Ngelek banget sinyal nya dah kaya main game di hutan,5,1
murah banget,5,1
kecepatan internet sering lemot bikin hp panas,4,1
udah di upgrade ko malah gk bisa masuk gmna ini solusinya?,5,1
acces misskomunikasi media yg presisisi lebih acees ber busenes.,5,1
"mantap deh pokoknya, Sedikit kecewa sekarang krna hrs pakek koneksi buka apk nya, jdi klo ga ada quota gabisa buka, mau beli quota d apk nya susah",5,1
𝚖𝚎𝚖𝚒𝚊𝚜𝚔𝚊𝚗,5,1
lebih banyakin Bonus buat pelanggan biar betah,5,1
alhamdulilah sangat membantu,5,1
MasyaAllah bagusnya aplikasi ini sangat seru banget sih ngapunten ya semuanya🙏🙏🙏🙏 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,1
"kouta nya murah,sama banyak gratis",5,1
pokoknya mantap dah myIm3 ini,5,1
mantap👍,5,1
"sinyal oke, sudah langganan 4 th",5,1
sangt menyukai,5,1
sinyal di daerah Cikole Lembang Bandung Barat jelek,5,1
cool,5,1
Update,5,1
Ini aplikasi bagus 👍,4,1
bagus baik saya suka,5,1
mantap IM3 semakin di depan 👍👍👍,5,1
aplikasi ini sangat bermanfaat bagi kuota,5,1
aku mau login lagi biar dapat 1gb,5,1
mnanjs,5,1
minimal setiap bulannya itu ada promo paket gratis,5,1
kereen,5,1
banyak bonus,5,1
oke banget si apk ini👍,4,1
pelit diki1t,5,1
🙏👍👍,5,1
sangat baik pelayanannya,5,1
oke..cepat,5,1
bgus apk nya,5,1
alus,5,1
aplikasi bagus,4,1
m3 sangat terbaik,5,1
banyakin bonusnya min,4,1
dapat poin banyak,5,1
hemat berkualitas,5,1
sangat membantu dan mudah untuk membeli kuota di aplikasi ini,4,1
josss,4,1
paketnya murah mantap,5,1
"Praktis, Simple, Komplit, Banyak Membantu, Banyak Bonus",5,1
sangat baik...,5,1
Super,5,1
i like,5,1
Mantap my IM3,5,1
Di padang serai sinyal kurang bangus mohon di tingkatkan demi kenyamanan pelanggan.trimakasih,4,1
apk bagus banget,5,1
sangat puas jaringan luas sinyal bagus.,5,1
Asalamualaikum saya mau tanya saya beli paket Freedom U20GB/30hari kok belum aktif pdahal dari kemarin pembelian lewat Shopee peleter,4,1
"bagus, sangat membantu",5,1
muantab,5,1
blm coba,5,1
hebat karena poin nya bisa ditukar sama kouta,5,1
bagus bNget bang,5,1
aplikasi nya baguss,5,1
di sini murah dan hemat hhhhjjjjjjjjhhh,5,1
"level jaringan bagus, kecepatan ok .. good job",4,1
Hanya dengan myIM3 Saya dapat berkomunikasi dalam banyak aplikasi yang bisa di akses untuk terhubung kepada Adik & teman serta publik penunjang sistem informasi ilmu pengetahuan yang keren semoga myIM3 tetap jaya sukses selalu TERIMA KASIH .,5,1
saya senag dengan mylme ne,5,1
tambah data dan wawasan,5,1
"Sangat mempermudah, bagus",5,1
terima kasih bos,5,1
Okokok aja,4,1
sangat bermanfaat sekali,5,1
Pelayanan bagus,5,1
kalo gini caranya merdeka tuh Indonesia,5,1
sangatt bayik,5,1
bGus,5,1
"membatu my IM3 , liat sisa pulsa/ Kouta , dan mudah pilih paket yang diinginkan",5,1
banyak yang menarik dari mylm3,5,1
sangat menguntungkan,5,1
myIM3 is My solutions,4,1
ol,5,1
hanya 1 kata (mantap),5,1
No baru saya g dapet bonus kuota bos?,5,1
Pajat kuoto,5,1
sngat memuasakan,5,1
Sangat baik rorrr,5,1
wel,5,1
bagus tapi kalau mau beli kuota lama bgt,4,1
Hubungan,5,1
👌👌,5,1
memuas kan,5,1
mantaap,5,1
Okeeeee,5,1
Ditunggu update roam nya di Timor leste,5,1
"Semoga bakal ada masanya. My-im3 seperti provider yang lain juga. Kalau ngisi paket, paket sebelumnya ga hangus.",5,1
apk kok akhir akhir ini selalu gangguan buat masuk kenapa min?,4,1
Good...,5,1
sangat bagus aplikasi nya,5,1
"gx ngotak sih ni m3 sinyal bagus paket masih banyak masih 50 gb an ,,tapi lemotnya minta ampun ,,perbaiki dong jangan ngambil untungnya aja ,,,udah mah mahal tdinya murah jdi mahal hadehhhhh",5,1
baru donwload mudah² bagus 🤔,4,1
makasi indosat,5,1
bagi saya aplikasi ini sangat bagus,5,1
sangat bagus sampai gak bisa kata apa-apa!,5,1
Kalau ada masalah seperti kuota tidak masuk walaupun saldo udh kepotong kita tinggal report langsungnya di tanggepin dan di kembaliin saldonya emang terbaik di m3,5,1
mantull,5,1
sangat luar biasa,5,1
Kode my Indosat,4,1
Mantab,5,1
terbaik,4,1
"Tolong dong saya ngisi kuota gak bisa, Kode mmi terussssss perbaiki dong",5,1
bagus tingkatkan pelayanan,5,1
👍👍👍,4,1
trimakasih,5,1
Boedfw,4,1
terimakasih my m3,5,1
ok. baik,4,1
Udah bisa masuk 👍,5,1
Sinyal kencang tiba²dapet gratis ilove you indosat,5,1
jaringan stabil dan luas,5,1
sangat bagis,5,1
"SANGAT BAIK THE BEST,AKU SANGAT SUKA DENGAN INTERNET INI",5,1
kudu rabi,5,1
"puas menggunakan im3,harganya terjangkau sinyalnya juga kuat.",4,1
siiip,4,1
tingkatkan promo paket internet,4,1
aplikasi bagus,5,1
baguus,4,1
karena saya tidak mendAPATKAN KUOTA GRATIS SU,5,1
Kuota nya lancar tapi boros,5,1
sangat lah baik,5,1
epic,5,1
sangat cocok,5,1
mantaap my m3,5,1
bagus sayangnya data yg 100gb/30 hri dengan hrga 120 rbu sdah gak ad,5,1
naisila,5,1
Signal bagus dan kouta paket gak boros2 amat,5,1
sangat murah baguss,5,1
"sangat membantu,apalagi dalam segi pengecekan paket internetan.",5,1
memudahkan sekali . dan pembelian lebih murah melalui apk myIM3,5,1
sngat menarik,5,1
bagussss . sangat memuaskan,5,1
Indosat is ferry good all,5,1
apak baik,5,1
sinyalnya bagus,5,1
sangat memuaskan 🤟🥳,5,1
Terimakasih,5,1
aplikasi ini sangat cocok,5,1
gooddddd,5,1
apik apik,4,1
sangatlah puas,5,1
mayan lah,5,1
im3 .memang terbaik,4,1
bagus bisa membnatu,5,1
Bisa mudah beli lewat dana danbisa ngecek kutanya ceat makasih,5,1
mang ea,5,1
saya sangat menyukai,5,1
Cukup bagus,5,1
sangat bagus makasih mylm3,5,1
"Pelayanan yang sangat memuaskan. Jika kartu Indosat kalian hilang, datang saja ke gerai Indosat terdekat. Biaya penggantian gratis.",5,1
sangat membantu di saat nggak punya pulsa,5,1
bqgus,5,1
mantp,5,1
mantaaaaaaaap,5,1
belum di coba,5,1
aplikasi sangat membantu sekali buat cek date dipertahankan selalu demikian,5,1
Heri Kur Niawan,5,1
nyaman,5,1
dapat bonus kuota,5,1
bagus tapi kurang memuaskan,5,1
"pengiriman harap sabar, saya tanya saya ambil.",5,1
good mantap,5,1
bagus 👍,5,1
Tolong jarian nya si daerah sumater kurang lancar masih elek elek tolong di perbaiki ya jaringan nya ni aku kasih bintang 4,4,1
mantap banget,5,1
kirim dlu dong pulsa 100ribu,5,1
sangat mmbantu,5,1
mksh myIM3 dpt poin,5,1
"ndk tenggarong njonggon sinyalnya agak kurang, tapi kadang gangguan juga",4,1
mantab lengkap sangat²lah membantu trimaksih,5,1
Selisih paket promo hampir dekat dgn paket tetangga seblah. Coba paket promonya lbh murah lagi.,5,1
mksih,5,1
Ra asik paketan e mosok regane larang tapi pas dinggo yo boros genah e pie to kieeeee,5,1
sejauh ini bagus,5,1
xl bagus jg,5,1
maksh,5,1
super hemat,5,1
sangat menbabtu,5,1
oke siipppp,5,1
sangat bagus dan pelayanan nya cukup baik,5,1
terkadang jaringan down di daerah gunung pasir dan balikpapan permai kalimantan timur,5,1
layanannya bagus,4,1
sejauh ini memuaskan,4,1
layanan menarik,5,1
puas dengan jaringan IM3,5,1
"okkay, kencang & Tahan lama",5,1
puas dengan berlangganan myIm3,4,1
bagus aplikasi m3,4,1
pantas bintang lima,5,1
sangat memudahkan,5,1
Makin bosok aplikasine,4,1
Bonusnya sedikit,5,1
bagus sinyal kuat banyak promo kuota2 yg menarik ayo buruan pindah ke IM3,5,1
Semoga semakin baik untuk pelayanannya kedepannya.,5,1
sinyal bagus,5,1
m3 memang terbaik,5,1
sayang nya pls di bawah 10K tdk bs buat transfer' ke no isat yg lain. minimal pls mesti 5K stelah transfer.,4,1
Opsional,5,1
bagus kali,5,1
🥵🥵,5,1
semoga semakin sering ad promoo,4,1
im3 sinyalnya bagus di tempatku,4,1
Ini sagat bagus untuk cek kuota aku kasih bintang 5,5,1
mnyenangkan,5,1
membantu sayah,5,1
Kita coba semoga bagus,5,1
Karena myIM3 di jamin murah harga nya,5,1
tidak ada komemen,5,1
"di area Rongkop, Gunungkidul Yogyakarta lancar jaya",5,1
Pie mas kok ngelek sinyale😁🗿,4,1
langsung kasih bintang 5 aja....,5,1
ok membantu sekali,5,1
sangat baguss dan lancar,5,1
ok bnget,5,1
IM POIN SEHARUSNYA LANGSUNG MASUK KE AKUN / NOMOR HP LANGSUNG NAMBAH KUOTA GITU,4,1
di tunggu paketan gratis ny 24gb ya min😅,5,1
IM3 nyaman di pakai,5,1
sekarang paketnya mahal,5,1
aplikasi 👍,5,1
"kenapa aplikasi myIM3,tidak bisa buka,ada keterangan yang muncul,periksa koneksi internet,saya sudah coba uninstall,lalu instal kembali tapi keadaannya sama,periksa kembali koneksi internet,mohon bantuannya,trimakasih",5,1
gua dapet bonuss setiap harii pokonyaa mntap😊,5,1
thank you to accompany me,5,1
Tambahkan sistem amankan pulsa seperti Telkomsel di app Im3,4,1
Gk usah di updet lagi pang,5,1
keren sih tapi ngeleg min yaallah🫨,5,1
"Alhamdulillah udah normal lagi harga paketnya, kemarin beberapa hari sempet kaget pas liat harganya yg naik 2x lipat.",5,1
Keren jaringan erorr,5,1
saya ingin Kouta,5,1
apk nya sangat bagus,5,1
jaringan bagus Karna ada tower baru d daerah ku desa cibanteng sukaresmi,5,1
good joob bangetttt,5,1
sangat manfaat,5,1
Kpada pihak indosat tolong di perbaiki lgi jaringan internet nya klw abis ujan dan lgi ujan pasti elor sinyal ga ada,5,1
baikk di Indonesia,5,1
Az,5,1
masih tahap awal,4,1
"Pasang 2 nomor kadang"" salah satu nomornya suka logout sendiri. Tolong perbaikannya dong",4,1
sinyal sangat baik/kuat,5,1
bagus sinyalnya dan hemat,5,1
jsbjeb,5,1
kami sangat Mohon untuk Ditingkatkan lagi Masa Masa Promo tersebut dan juga Disempurnakan lagi untuk Layanan Layanan di Aplikasi MYIM3 dalam waktu dekat ini 🙏🙏.,4,1
ok jaringan harus di perkuat ya,5,1
p balap,5,1
garitasnya internet di tambah donk,5,1
saya puas Dengan layanan aplikasi myIM3,5,1
Bagus dan membantu,5,1
senang,4,1
tida,5,1
sangatbagus,5,1
paket internet mahal,4,1
Aplikasi Bagus,5,1
Jual ginjal karyawannya untuk benerin sinyal nya,5,1
sangat puas dan mudah,4,1
bgaus,5,1
aku suka aku suka,5,1
oke lah,4,1
Alpikasi ini sangat bagus,5,1
oh,5,1
like,5,1
mendukung,5,1
sejauh ini lumayanlah,5,1
sangat sangat bagus tapi di daerah saya tidak merata jaringan M3 nya,5,1
"syukak,langsung dapet gratisan kuota 🤩",5,1
sippp,5,1
Jarigan kurang stabil,5,1
casbon voucher,5,1
"Jaringan bagus, suka ada promo juga, love bangett sama im3",5,1
"puas bnget, jadi mmpermudah pilih paketan internet,",5,1
sinyal nya bagus Good,5,1
indosat jaringannya makin sini makin medu lemot,5,1
Madeo,5,1
bagius,4,1
uye,5,1
bagus lach inti ny,5,1
paket geratis 😁,5,1
saya membutuh kan kuyata,5,1
bagus... tapi kadang jaringan sering buruk,5,1
aplikasinya bagus,4,1
Sangan lah bagus😇,5,1
Purwanto,4,1
membantu sekali,5,1
"Kenapa hot promo jadi mahal bngt ,,,??? Sejak akhir Desember 2023 samp sekrng,padahal dr dulu saya pke kartu m3 karn murah,,,naiknya GK kira2",5,1
jos,4,1
Mntap,5,1
lebih banyak lagi y diskon ny,5,1
indosat emang bagus,4,1
aplikasi yang bagus,5,1
Terasa semakin berat,4,1
Mantap tpi sya masih takut mai beli kouttanya krna lama tlog donk perbaiki scptnya,5,1
indosat is the best,5,1
sukses,5,1
sangat baik di ISO isu-isu decision ISG Jack Johnson eur GBP yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bilang anak kecil yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bilang anak kecil yang Sholeh amin ya rabbal Baraya Sunda kelapa yang sudah d antar ras orang ko jenis Honda beat Galo e semoga bermanfaat dan bisa di bila,5,1
Kere apknya sangat berguna,5,1
oke bos,5,1
semoga jaringan lancar terooos,5,1
"Beli kuota yang 25 GB 30 hari bari dipake satu jam tiba tiba-tiba jaringan tidak berfungsi, hilang, padahal dicek pakai wifi kuotanya masih ada. Gimana ini tolong",4,1
jika Anda ingin bertanya apa kabar ayung ada kah wa ukin di kamu orang yang tidak bisa di kamu orang mana yang tidak bisa di,5,1
saya suka alp ni,5,1
bagus banyak promo nha,5,1
Asikkkkkkkkkmmmmmmm,5,1
laaa,5,1
terimakasih,4,1
siap ok,5,1
terbaik 👍,5,1
ok .,5,1
saya suka dengan my IM3 karna sinyal nya bagus kalo d mana mana,5,1
"Daerah bali, jaringan sangat lemah",4,1
"Apl Bermanfaat.. cek kota menjadi mudah,,",5,1
Sinyal hilang timbul,5,1
mAantap,5,1
terimakasih bagus kok aku suaka apk nya,5,1
Semenjak ada tower penyambung jaringan lancar,4,1
kerennnn,4,1
sangat penting untuk mencapai tujuan,5,1
tingkat kan lagi pingnya,4,1
mantappp gacorrr eyyy,5,1
im3 thumb up,5,1
okeee,4,1
makasih Mpoint nya semoga cepet sukses dan berjaya,5,1
bagus.. kalian harus dolnoad,5,1
sangat 👍,5,1
baik banget bangus lagi apk nya,5,1
kualitas mantap,5,1
oklah,5,1
sangat membantu untuk melakukan transaksi,5,1
pasti,5,1
lancarkan,4,1
coba dulu,5,1
boleh lah boleh lah mantap,5,1
baik sekali,4,1
sangat membantu dan bagus,5,1
mantaapp,5,1
"kak mau tanya? atau ada yg baca komentar saya mohon bantuannya ,nomer saya udah beberapa tahun lalu hilang dan yg aktif cuman di wa saja ,saya aktifkan nomernya dulu sesuai KK dan KTP saya ,apakah sekarang bisa buat aktifin kartu itu lagi ,soalnya butuh banget buat aktifin akun medsos ?",5,1
lebih mudah dan beragam harga paketnya,5,1
aplikasi nyh bagus lah,5,1
memudah kan Teran saksi,5,1
bagus²,4,1
very goods,5,1
perfect,5,1
Setiap mau melakukan pembayaran selalu gagal terus niat bikin aplikasi gak sih?,4,1
"Kecewa bgt sii,, kenapa baru skrg2 makenya.sumpah yaa jaringan jalan manteng terus mau di gunung,pantai dimn kek ttp oke ,jarang lemotnya.beli kuota dalem apk gampang pilihnya,ga lemot juga,pembayaran cepet,kuotanya jg pada murah2,best lah inimah ,ni kalo ada bintang 10 aku kasih 1000,hahaha.no nya cantik2 gampang diinget, recommended bgt deh buat pengguna hp diseluruh Indonesia,good job",5,1
ok bget,5,1
Bagus sih tapi jaringan nya kurang,5,1
"Hal ini sdh diatasi. Skrg sy sdh bisa buka aplikas im3: Sy tdk bisa membuka aplikasi ini hr ini stlh update. Sy sdh mencobanya lbh dr 10 x, tetap tdk bisa terbuka. Tulisannya : ada kesalahan dgn sistem",5,1
sangat berguna untuk beli pulsa dan paket data murah,5,1
mantaff,5,1
yeah,5,1
SANGAT LUAR BIASA,5,1
Halo devloper saya mengeluh atas bug yang terjadi di aplikasi anda. kenapa pulsa saya hilang padahal saya tidak menyalakan data. Kehilangan pulsa sering sekali terjadi dan itu cukup merugikan user lalu harga kuota 1 gb terlalu mahal yaitu 6000 seharusnya 5000 saja masa kalah sama kartu sebelah 1 gb 3000,4,1
im3 jos,4,1
jaringnya good,5,1
aul cantik banget pliss😘😘,5,1
Bagus.,5,1
Apk nya sangat bagus dan mudah,5,1
Tingkatkan lagi. Terima kasih,5,1
sangat baik 👍👍👍,4,1
tetap semamgat,5,1
"4 bintang dulu sementara karena belum tau kedepannya bagaimana, untuk saat ini masih aman aman saja",4,1
bagus murah pusanya tapi syale lelet,5,1
bagus untuk dipakai,5,1
aplikasi nya sangat bagus untuk tahu data kia,5,1
"Good ,cpt akurat",5,1
Okok,5,1
Apl yg sngt bgs mudah buat transaksi pulsa,5,1
iya,5,1
Selalu loding,4,1
Aplikasi ini seruh akan aku takkasih nilaninyak 1Yampe10,4,1
aplikasi nya bermanfaat,5,1
jozz gandozz,5,1
semoga lebih baik lagi..udah 10 tahun buat,5,1
Sinyal suka ilang....padahal lokasi semarang kota...dududududu...harus beli paket boster biar lancar...sekali beli lancar cm sehari...besoknya sdh ilang2 lagi....tambahan ulasan hari ini tgl.15jan'24...sinyal parah...padahal baru isi kuota kemaren dan masih banyak. Kenapa😭,4,1
banyak bonusan godjob,5,1
mantap jiwa,5,1
sangatlah murah harga nya,5,1
"sinyal kuat, banyak promo dan harga peket nya murah banget",5,1
kenapa saya tidak biasa menukar kan ompoin saya,5,1
bagus banget banyak gratisnya,5,1
"bintang 4 sja dlu so,alnya promo berlaku jika pulsa masa tenggan tapi pas beli yg muncul yg normal smua tapi tetap setia dengan M3",4,1
Kenapa lagi ini jaringannya Indosat ko kagak ada sinyalnya padahal 4G,4,1
oke bgs siiiiiiiiip,4,1
sangat bagus dan menarik,5,1
aplikasinya sangat bagus,5,1
oke gak ngelag,5,1
sangat suka,5,1
"IM3 banyak pilihan pembayaran yang cepat,dan mantap",5,1
ga ada kuota gratis,5,1
bguzz,4,1
saya sangat suka myIM3 karna kalo udah lama gak pake Kouta dapat 1-3 GB gratis🎉🎉,5,1
puas sekali,5,1
sangant membatu saya semoga dapat kuota banyak gratis,5,1
sinyalnya memuaskan,5,1
mylm3 sangat menarik,5,1
Elsa putri Ifana kouta,4,1
sangat bag7,5,1
Iya saya suka,5,1
ok banget siip,5,1
Makasih banyak hhhhhh,4,1
Ok,4,1
semakin oke,5,1
sangat membantu aq dalam mengerjakan tugas gak mahal juga paketnya,4,1
saya pakai IM3 udah 10 tahun lancar,5,1
okeh,5,1
WOKEE,5,1
tingkatkan,5,1
Saya binggung 2minggu ini knpa Apl My M3 saya gk bisa di buka,5,1
sangat lemut,5,1
Balikin paket Freedom harian 9gb 5hari 18rb,5,1
jos gandos,5,1
"saya sangat puas, karena selalu ada bonus nya IM3 i love you🥰😍🤩👩‍❤️‍💋‍👩",5,1
aplikasi yang bagus dan informatif sayangi terlalu banyak iklan pihak ketiga yang membuat aplikasi berat dibuka dan mengganggu kenyamanan,4,1
Wow keren bisa beli kuota lewat WhatsApp 💚,4,1
bagus bangat,5,1
appnya bagus,5,1
Aplikasi ini membuat saya merasa nyaman dan tidak bosan dan berguna,5,1
Alhamdulillah dulilah dapat gratis kouta,5,1
masih mencoba,4,1
Bangga jadi warga Nusantara Dengan mym3 semua JD mudah🙏🙏🙏,5,1
Kok sering bohong ya....soal kredit dsb jadi gak konsisten,5,1
mantap 👍😁,5,1
lumayan lancar,4,1
"APLIKASI BAGUS MEMBATU PEMBELIAN QUOTA. ADA SATU YANG PERLU SAYA TANYAKAN, CLAIM BONUS 2 GB SETELAH BELI PAKET BULANAN ITU KENAPA TIDAK PERNAH BERHASIL DI CLAIM, SELALU MUNCUL TIDAK BISA DIPROSES",4,1
mantap lah cuman data yah Mmm luar biasa,5,1
bagus bnget kka,5,1
sangat berguna ☺️,5,1
semoga semakin banyak paket murah,5,1
mohon promonya di tambah,5,1
harus lebih di tingkatkan lagi jariangan nya,5,1
Kenapa berhenti mai3,5,1
"Pulsa saya tiba"" tersedot dan berkurang padahal saya tidak merasa menggunakannya, apakah ada penjelasan dan solusi untuk kejadian tersebut? Mohon untuk penjelasannya",4,1
lamjidieb jdkoa ka wka,4,1
Jaringan buruk,4,1
memuaskan,4,1
Keren abis,5,1
oke banget,4,1
ok sangat membantu,4,1
sangat baik❤,5,1
tolong perbaiki yang rusak,5,1
"baru pakek im3 kiranya bagus,kasih bintang 5",4,1
senang pakai myim3,5,1
Susah masuk LG sekarang di apk im3.,5,1
luar biasa keren,5,1
aplikasi ini sangat menguntungkan bgt,5,1
sangat membatu ngttt,5,1
Sanggat baguss,5,1
sangat bgs,5,1
mulah,4,1
Mneha,5,1
Hanya Indosat kalau mati lampu sinyal ikut2an mati,5,1
kadang sinyalnya masih susah kadaang nuga lancar,4,1
aku suka pake Indosat jaringan nya bagus.sukses slalu oredo,5,1
sangat baik untuk sinyalnya,5,1
sangat membatu sekali terimakasi indost,5,1
sangat membantuu,4,1
bagus batt,5,1
sudah laama langganan im3 OK,5,1
suka deh,5,1
sanggar baik,5,1
ooke,5,1
Terima Kasih 🙏,5,1
Makai IM3 lebih asik,5,1
tayyib jiddan,5,1
im3 makin ok bonusnya langsung tiap pembelian tambah dong....,5,1
proses sangat cepat,5,1
mantab joos,5,1
puass,5,1
Bagus semua,5,1
"baik,",5,1
sayankk,5,1
puas dg paket oredo,5,1
Apakah kah bisa pulsa di kunci dari apk im3,4,1
Baik sekali,5,1
lumayan 🏢🔝,4,1
